Cat. Num.;Universidad;Recolector;No. De Especies;año;Mes;Dia;País;Cód. País;Provincia;Latitud;lon;Ciudad;Localidad;Elavación;Dato Geotécnico;Coordenada;Identificado Por:;Estado;Reino;Filo;Clase;orden;Familia;Género;epíteto específico;Epíteto Intraespecífico;Nombre completo;Rango de Taxón;Paternidad literaria;Otro nombre
UWP:167060;University of Guatemala;Betancur J;1;1999;2;19;Guatemala;GT;Petén;174.813.722;-898.643.117;San Jose;Cerca a Hispania;0;WGS84;3580;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;pubescens;;Aechmea pubescens;Species;Baker;
UWP:167113;University of Guatemala;Vargas I;4;2008;11;13;Guatemala;GT;Petén;173.603.253;-904.096.376;San Andres;Quebrada Chabarquia;280;WGS84;661;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;danielii;;Greigia danielii;Species;L.B. Sm.;
UWP:167163;University of Guatemala;Vargas I;1;2007;12;21;Guatemala;GT;Petén;174.100.571;-905.962.145;San Andres;Fence of Tejicondor textile company;55;WGS84;2412;Gíl M.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Poaceae;Ichnanthus;altus;;Ichnanthus altus;Species;Swallen;
UWP:167316;University of Guatemala;Fernández JL;2;1992;4;26;Guatemala;GT;Petén;17.572.077;-897.648.733;San Jose;Cerca de Mitú;170;WGS84;1158;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;bicolor;;Pitcairnia bicolor;Species;L.B. Sm. & Read;
UWP:167317;University of Guatemala;Fernández JL;1;1992;4;26;Guatemala;GT;Petén;176.801.714;-897.954.216;San Jose;Cerca de Paispamba;170;WGS84;1158;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;rugosa;;Guzmania rugosa;Species;L.B. Sm. & Read;
UWP:167318;University of Guatemala;Fernández JL;3;1992;4;26;Guatemala;GT;Petén;176.897.503;-897.562.646;San Jose;Cerca de Paniquitá;170;WGS84;1158;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;rugosa;;Guzmania rugosa;Species;L.B. Sm. & Read;
UWP:167377;University of Guatemala;Idárraga A;1;2008;4;27;Guatemala;GT;Petén;174.459.086;-896.071.467;Flores;Near Fusagasugá;103;WGS84;2066;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fendleri;;Tillandsia fendleri;Species;Griseb.;
UWP:167378;University of Guatemala;Idárraga A;1;2008;4;27;Guatemala;GT;Petén;174.543.448;-896.237.693;Flores;Onzaga. quebrada de San Antonio;103;WGS84;2066;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fendleri;;Tillandsia fendleri;Species;Griseb.;
UWP:167380;University of Guatemala;Idárraga A;1;2008;4;27;Guatemala;GT;Petén;174.878.588;-894.307.913;Flores;Orillas de carretera. cerca del cementerio;103;WGS84;2066;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;variabilis;;Tillandsia variabilis;Species;Schltdl.;
UWP:167382;University of Guatemala;Idárraga A;1;2008;4;27;Guatemala;GT;Petén;175.124.396;-896.279.568;Flores;Orillas del río Caguán en las afueras del pueblo;103;WGS84;2066;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;recurvata;;Tillandsia recurvata;Species;(L.) L.;
UWP:167466;University of Guatemala;Vargas I;5;2009;3;28;Guatemala;GT;Petén;6° 50' N;75° 18' W;Flores;Lote en las afueras del pueblo;230;WGS84;1016;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:167639;University of Guatemala;Vargas I;1;1994;11;24;;GT;Petén;175.036.894;-902.517.585;San Andres;Río Chinchiná;232;WGS84;3729;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Xyridaceae;Xyris;hymenachne;;Xyris hymenachne;Species;Mart.;
UWP:167671;University of Guatemala;Betancur J;3;2003;12;20;Guatemala;GT;Petén;174.068.536;-897.857.269;San Jose;Jardín de fabricato;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167672;University of Guatemala;Betancur J;1;2003;12;20;Guatemala;GT;Petén;17.407.723;-897.788.009;San Jose;Jardín del Hotel Mi Ranchito;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167673;University of Guatemala;Betancur J;1;2003;12;20;Guatemala;GT;Petén;174.491.109;-897.781.666;San Jose;Jardín en casa de campo;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;testudinis;;Guzmania testudinis;Species;L.B. Sm. & Read;
UWP:167674;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;17.373.889;0.17318494;San Andres;Quebrada El Mogote. acueducto;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167675;University of Guatemala;Betancur J;1;2003;12;21;Guatemala;GT;Petén;173.786.408;-907.856.679;San Andres;Quebrada Juanchico;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167676;University of Guatemala;Betancur J;5;2003;12;21;Guatemala;GT;Petén;173.909.348;-904.900.819;San Andres;Quebrada Las Perlas;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;lehmannii;;Pitcairnia lehmannii;Species;Baker;
UWP:167677;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;173.098.632;-897.846.692;San Jose;Inspección El Capricho;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:167678;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;173.187.987;-899.058.103;San Jose;Inspección Remolino. caño Mata Matá;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:167680;University of Guatemala;Betancur J;6;2003;12;19;Guatemala;GT;Petén;173.199.281;-898.991.331;San Jose;Instituto Técnico Agrícola. predios y senderos;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167681;University of Guatemala;Betancur J;1;2003;12;19;Guatemala;GT;Petén;173.537.949;-898.525.556;San Jose;Jardín Colrosario;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167682;University of Guatemala;Betancur J;3;2003;12;19;Guatemala;GT;Petén;173.857.972;-898.026.203;San Jose;Jardín de cementerio;135;WGS84;3619;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;arcuata;;Pitcairnia arcuata;Species;(André) André;
UWP:167782;University of Guatemala;Vargas I;1;2008;7;28;Guatemala;GT;Petén;"6° 20' 3.120"" N";"75° 36' 18.650"" W";San Andres;Dos Caminos. finca El Carmen;200;WGS84;989;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:167808;University of Guatemala;Betancur J;2;2003;12;21;Guatemala;GT;Petén;174.072.073;-900.487.179;San Andres;Quebrada Los Retiros;120;WGS84;994;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;brongniartiana;;Pitcairnia brongniartiana;Species;André;
UWP:167878;University of Guatemala;Betancur J;1;2004;3;27;Guatemala;GT;Petén;17.657.357;-908.333.603;San Andres;Genoy. finca Puiyitopamba;150;WGS84;1090;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;juncea;;Tillandsia juncea;Species;(Ruiz & Pav.) Poir.;
UWP:167893;University of Guatemala;Betancur J;1;2004;3;27;Guatemala;GT;Petén;176.491.547;-905.991.416;San Andres;Frente a báscula;150;WGS84;1090;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;myriantha;;Tillandsia myriantha;Species;Baker;
UWP:168038;University of Guatemala;Tuberquia D;1;2005;2;25;Guatemala;GT;Petén;176.569.118;-896.001.739;Flores;Barrio El Dorado;236;WGS84;628;Betancur J.;;Plants;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;veitchii;;Aechmea veitchii;Species;Baker;
UWP:168146;University of Guatemala;Trujillo P;2;2009;1;30;Guatemala;GT;Petén;177.216.042;-90.062.868;San Andres;Roadside in the city;32;WGS84;1530;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Catopsis;sessiliflora;;Catopsis sessiliflora;Species;(Ruiz & Pav.) Mez;
UWP:168171;University of Guatemala;Velásquez P;1;2009;5;24;Guatemala;GT;Petén;172.144.686;-892.224.344;Melchor de Mencos;Boca de Monte. llanos de San Martín;514;WGS84;1788;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;formosa;;Pitcairnia formosa;Species;L.B. Sm. & Betancur;
UWP:168242;University of Guatemala;Betancur J;3;2003;11;3;Guatemala;GT;Petén;172.163.016;-895.768.524;Flores;Cercanías a Bogotá;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;heterandra;;Vriesea heterandra;Species;(André) L.B. Sm.;
UWP:168243;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;172.498.352;-893.719.011;Flores;Cerro Astilleros;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168244;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;172.687.234;-894.401.353;Flores;Cerro Bochica;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168245;University of Guatemala;Betancur J;5;2003;11;3;Guatemala;GT;Petén;172.856.788;-894.331.085;Flores;Cerro de Monserrate;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;fendleri;;Tillandsia fendleri;Species;Griseb.;
UWP:168246;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;172.742.442;-896.102.276;Flores;Cerro Cascadas;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;squarrosa;;Guzmania squarrosa;Species;(Mez & Sodiro) L.B. Sm. & Pittendr.;
UWP:168254;University of Guatemala;Betancur J;2;2003;11;3;Guatemala;GT;Petén;173.031.449;8.937.348.775;Flores;Cerro de Santa Elena;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;spiculosa;;Racinaea spiculosa;Species;(Griseb.) M.A. Spencer & L.B. Sm.;
UWP:168256;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;173.607.576;-897.366.224;Flores;Cerro El Bita;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168257;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;173.892.055;-897.275;Flores;Cerro El Bita. área del Jardín Botánico;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168258;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;174.164.849;-895.979.938;Flores;Cerro El Bita. Jardín Botánico;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:168259;University of Guatemala;Betancur J;3;2003;11;4;Guatemala;GT;Petén;174.459.086;-896.071.467;Flores;Cerro El Campanario;;WGS84;2091;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:168285;University of Guatemala;Betancur J;1;2003;11;3;Guatemala;GT;Petén;174.543.448;-896.237.693;Flores;Cerro El Capiro;155;WGS84;956;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;complanata;;Tillandsia complanata;Species;Benth.;
UWP:168299;University of Guatemala;Betancur J;1;2003;3;14;Guatemala;GT;Petén;172.065.912;-900.783.725;San Andres;Portachuelo;370;WGS84;2573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;brevicollis;;Aechmea brevicollis;Species;L.B. Sm.;
UWP:168323;University of Guatemala;Betancur J;1;2003;3;19;Guatemala;GT;Petén;175.228.808;-893.094.777;Melchor de Mencos;Cruce carretera Cachipay - Anolaima;500;WGS84;3577;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;caulescens;;Navia caulescens;Species;Mart. ex Schult. f.;
UWP:168354;University of Guatemala;Betancur J;1;2003;4;7;Guatemala;GT;Petén;177.377.316;-90.875.719;San Andres;Sabana de Bogotá;178;WGS84;2832;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;patula;;Guzmania patula;Species;Mez & Wercklé;
UWP:168355;University of Guatemala;Betancur J;1;2003;4;7;Guatemala;GT;Petén;177.468.511;-899.212.555;San Andres;Sabana de San Juan de Arama. hacienda Los Micos;178;WGS84;2832;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;patula;;Guzmania patula;Species;Mez & Wercklé;
UWP:168393;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Carretera a Barrancabermeja;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Greigia;;;Greigia spp.;Genus;;Piñuela
UWP:168429;University of Guatemala;Galeano G;1;1980;11;15;Guatemala;GT;Petén;172.260.901;-903.782.295;San Andres;Camino a Juanacito;100;WGS84;1200;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;basincurva;;Pitcairnia basincurva;Species;L.B. Sm. & Betancur;
UWP:168430;University of Guatemala;Galeano G;1;1980;11;15;Guatemala;GT;Petén;172.362.024;-90.813.257;San Andres;Camino a Murillo;100;WGS84;1200;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;basincurva;;Pitcairnia basincurva;Species;L.B. Sm. & Betancur;
UWP:168493;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;174.306.479;-901.144.083;San Andres;Carare Opón. Las Colonias;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:168494;University of Guatemala;Betancur J;1;2002;1;27;Guatemala;GT;Petén;174.434.462;-909.344.213;San Andres;Carretera a Anzá;328;WGS84;573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;santosii;;Puya santosii;Species;Cuatrec.;Cardón
UWP:168633;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;174.666.948;-899.835.948;San Andres;Carretera a Choachi;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;confinis;;Tillandsia confinis;Species;L.B. Sm.;
UWP:168641;University of Guatemala;Sánchez J;1;2007;9;17;Guatemala;GT;Petén;175.327.108;-898.173.641;San Jose;Sitio Tinajas. afluente del río Tapartó;400;WGS84;1908;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Werauhia;sanguinolenta;;Werauhia sanguinolenta;Species;(Cogn. & Marchal) J.R. Grant;
UWP:168642;University of Guatemala;Sánchez J;1;2007;9;17;Guatemala;GT;Petén;175.678.971;-898.469.622;San Jose;Soacha - Santandercito. Parque de Chicaque;400;WGS84;1908;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Werauhia;sanguinolenta;;Werauhia sanguinolenta;Species;(Cogn. & Marchal) J.R. Grant;
UWP:168661;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;174.623.564;-902.182.218;San Andres;Carretera a Bahía Concha;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;floccosa;;Puya floccosa;Species;(Linden) E. Morren ex Mez;
UWP:168662;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;174.639.024;-902.841.853;San Andres;Carretera a Barrancabermeja;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Puya;floccosa;;Puya floccosa;Species;(Linden) E. Morren ex Mez;
UWP:168690;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;174.306.479;-901.144.083;San Andres;Carare Opón. Las Colonias;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;reversa;;Tillandsia reversa;Species;L.B. Sm.;
UWP:168691;University of Guatemala;Betancur J;1;2003;9;30;Guatemala;GT;Petén;174.434.462;-909.344.213;San Andres;Carretera a Anzá;160;WGS84;644;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;reversa;;Tillandsia reversa;Species;L.B. Sm.;
UWP:168719;University of Guatemala;Vargas I;1;2005;3;31;Guatemala;GT;Petén;174.747.725;-90.064.963;San Andres;Río Apaporis;230;WGS84;674;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;pearcei;;Guzmania pearcei;Species;(Baker) L.B. Sm.;
UWP:168720;University of Guatemala;Vargas I;4;2012;;;Guatemala;GT;Petén;174.863.769;-905.676.366;San Andres;Río Cahuinarí;230;WGS84;674;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;pearcei;;Guzmania pearcei;Species;(Baker) L.B. Sm.;
UWP:168838;University of Guatemala;Londoño L;1;2015;;;Guatemala;GT;Petén;174.164.849;-895.979.938;Flores;Bahía de Sapzurro;270;WGS84;3150;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;archeri;;Tillandsia archeri;Species;L.B. Sm.;
UWP:168839;University of Guatemala;Londoño L;1;2015;;;Guatemala;GT;Petén;174.459.086;-896.071.467;Flores;Bahía Portete;270;WGS84;3150;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;biflora;;Tillandsia biflora;Species;Ruiz & Pav.;
UWP:169042;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;172.255.308;-909.144.835;La Libertad;Ciénaga El Llanito;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;brevicollis;;Aechmea brevicollis;Species;L.B. Sm.;
UWP:169148;University of Guatemala;Betancur J;3;2009;3;20;Guatemala;GT;Petén;172.498.352;-893.719.011;Flores;Arroyo Chiquito;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;fontoides;;Navia fontoides;Species;L.B. Sm.;
UWP:169149;University of Guatemala;Betancur J;1;2009;3;20;Guatemala;GT;Petén;172.687.234;-894.401.353;Flores;Arroyo Kutamahana. cerca de Uribia;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Navia;heliophila;;Navia heliophila;Species;L.B. Sm.;
UWP:169151;University of Guatemala;Elsa P;1;2009;3;21;Guatemala;GT;Petén;172.255.308;-909.144.835;La Libertad;Barrio San Judas;100;WGS84;5290;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;adpressiflora;;Tillandsia adpressiflora;Species;Mez;
UWP:169272;University of Guatemala;Betancur J;1;2009;3;19;Guatemala;GT;Petén;"6° 05' 34"" N";"75° 38' 27.99"" W";Flores;Antena cerro Quinini;100;WGS84;2573;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Aechmea;corymbosa;;Aechmea corymbosa;Species;(Mart. ex Schult. & Schult. f.) Mez;
UWP:169296;University of Guatemala;Betancur J;5;2009;3;20;Guatemala;GT;Petén;172.742.442;-896.102.276;Flores;Arroyo Macondo;100;WGS84;2256;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;schultesiana;;Vriesea schultesiana;Species;L.B. Sm.;
UWP:169299;University of Guatemala;Betancur J;1;2009;3;21;Guatemala;GT;Petén;176.856.769;-89.716.902;Flores;Barrio El Pozón;100;WGS84;5233;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Vriesea;chrysostachys;;Vriesea chrysostachys;Species;E. Morren;
UWP:169303;University of Guatemala;Betancur J;1;2009;3;27;Guatemala;GT;Petén;173.435.581;-905.738.697;San Andres;Camino río San Juan a San Antonio de Chamí;150;WGS84;1133;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pepinia;rubiginosa;;Pepinia rubiginosa;Species;(Baker) G.S. Varad. & Gilmartin;
UWP:169304;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;171.963.867;-903.307.486;La Libertad;Ciénaga de Tabacuru;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Neoregelia;;;Neoregelia;Genus;;
UWP:169305;University of Guatemala;Betancur J;1;2009;3;31;Guatemala;GT;Petén;172.026.134;9.046.802.374;La Libertad;Ciénaga de Tumaradó;240;WGS84;25332;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;roezlii;;Guzmania roezlii;Species;(E. Morren) Mez;
UWP:169367;University of Guatemala;Betancur J;1;2009;3;21;Guatemala;GT;Petén;177.200.355;-893.510.901;Flores;Barrio El Silencio;100;WGS84;5233;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Brocchinia;paniculata;;Brocchinia paniculata;Species;Schult. f.;
UWP:169665;University of Guatemala;Betancur J;1;2004;9;20;Guatemala;GT;Petén;17.189.691;-892.414.457;Melchor de Mencos;Colrosario;171;WGS84;2654;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;complanata;;Tillandsia complanata;Species;Benth.;
UWP:169723;University of Guatemala;Betancur J;1;2004;9;22;Guatemala;GT;Petén;"6° 37' 1.7"" N";"75° 39' 6.8"" W";Flores;A lo largo del río Orinoco;154;WGS84;773;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;maidifolia;;Pitcairnia maidifolia;Species;(C. Morren) Decne. ex Planch.;
UWP:170757;University of Guatemala;Trujillo P;1;2009;11;17;Guatemala;GT;Petén;177.644.319;-901.554.514;San Andres;San Fermín de Briceño;220;WGS84;1723;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Tillandsia;flexuosa;;Tillandsia flexuosa;Species;Sw.;
UWP:170794;University of Guatemala;Vargas I;1;2003;3;6;Guatemala;GT;Petén;175.327.108;-898.173.641;San Jose;Cerca de arroyo Cascabel;281;WGS84;600;Rivas A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;mitis;;Guzmania mitis;Species;L.B. Sm.;
UWP:170795;University of Guatemala;Vargas I;3;2003;3;8;Guatemala;GT;Petén;175.207.193;-904.596.227;San Andres;Finca Mi Terruño;290;WGS84;750;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Racinaea;subalata;;Racinaea subalata;Species;(André) M.A. Spencer & L.B. Sm.;
UWP:170796;University of Guatemala;Vargas I;1;2003;3;31;Guatemala;GT;Petén;174.666.948;-899.835.948;San Andres;Carretera a Choachi;195;WGS84;945;Rivas A.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;nigra;;Pitcairnia nigra;Species;(Carrière) André;
UWP:171108;University of Guatemala;Galindo R;1;2002;7;1;Guatemala;GT;Petén;177.125.443;-903.605.317;San Andres;Hacienda Egipto;180;WGS84;597;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:171109;University of Guatemala;Galindo R;1;2002;7;1;Guatemala;GT;Petén;177.172.852;-903.207.015;San Andres;Hacienda El Cairo;180;WGS84;597;Betancur J.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Pitcairnia;trianae;;Pitcairnia trianae;Species;André;
UWP:171409;University of Guatemala;Vargas I;5;2010;3;28;Guatemala;GT;Petén;17.657.357;-908.333.603;San Andres;Genoy. finca Puiyitopamba;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:171410;University of Guatemala;Vargas I;1;2010;3;28;Guatemala;GT;Petén;177.216.042;-90.062.868;San Andres;Hacienda El Guásimo;191;WGS84;1219;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;sprucei;;Guzmania sprucei;Species;(André) L.B. Sm.;
UWP:171576;University of Guatemala;Vargas I;1;2010;3;17;Guatemala;GT;Petén;172.093.543;-891.636.811;Melchor de Mencos;Complejo cenagoso de Lorica. ciénaga de Massí;144;WGS84;978;Díaz O.;;Plantae;Magnoliophyta;Equisetopsida;Poales;Bromeliaceae;Guzmania;monostachia;;Guzmania monostachia;Species;(L.) Rusby ex Mez;
